Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
CINEMEX IZTAPALAPA,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,VIADUCTO,CANAL DE SAN JUAN,2141,COLONIA,EJERCITO CONSTITUCIONALISTA,9220,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,547A,19.38022888,-99.06025574,2010-07
CINEMEX LA VIGA,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,5 SUR (PURÍSIMA),1150,COLONIA,APATLACO,9430,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,322,19.38029751,-99.122451,2010-07
CINEMEX LEGARIA,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,CALZADA LEGARIA,252,COLONIA,PENSIL NORTE,11430,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,251,19.45332242,-99.19848689,2010-07
CINEMEX LINDAVISTA,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALLE,COLECTOR 13,280,COLONIA,MAGDALENA DE LAS SALINAS,7760,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,1256,19.48703178,-99.13137171,2010-07
CINEMEX LOMAS ESTRELLA,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,TLÁHUAC,4409,COLONIA,LOMAS ESTRELLA,9890,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,4429,19.32188657,-99.09493288,2019-11
CINEMEX LORETO,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALLE,ALTAMIRANO,46,COLONIA,TIZAPAN,1090,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1241,19.33983268,-99.1928485,2010-07
CINEMEX LUMIERE TLALPAN,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALZADA,NINGUNO,4085,COLONIA,BOSQUES DE TETLAMEYA,4730,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán,1124,19.29947783,-99.15009742,2016-10
CINEMEX MASARYK,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,ANATOLE FRANCE,120,COLONIA,POLANCO,11550,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,641,19.43224663,-99.19757239,2010-07
CINEMEX MISTERIOS,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALZADA,RIO CONSULADO,1688,COLONIA,VALLEJO,7870,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,1773,19.46217318,-99.12724595,2010-07
CINEMEX PARK PLAZA,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,JAVIER BARROS SIERRA,540,COLONIA,SANTA FE,1210,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,2358,19.36422951,-99.2602555,2014-12
CINEMEX PARQUE DELTA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTÉMOC),462,COLONIA,CENTRO COMERCIAL PARQUE DELTA,3000,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,26,19.40330142,-99.15537672,2010-07
CINEMEX PATIO REVOLUCION,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,REVOLUCIÓN,1817,COLONIA,SAN ANGEL,1090,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1203,19.34192247,-99.19100683,2019-11
CINEMEX PATRIOTISMO,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CIRCUITO,INTERIOR (AVENIDA PATRIOTISMO),229,COLONIA,SAN PEDRO DE LOS PINOS,3800,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,187,19.39600333,-99.18103251,2010-07
CINEMEX PLAZA INSURGENTES,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,EJE VIAL,SAN LUIS POTOSÍ,214,COLONIA,ROMA NORTE,6700,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,1214,19.41289717,-99.16528392,2010-07
CINEMEX PLAZA ORIENTE,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,CANAL DE TEZONTLE,1520,COLONIA,DR ALFONSO ORTIZ TIRADO,9020,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,2390,19.38181299,-99.08169562,2010-07
CINEMEX POLANCO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,EJERCITO NACIONAL,980,COLONIA,CHAPULTEPEC MORALES,11510,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,622,19.43843401,-99.20713131,2010-07
CINEMEX PORTAL VALLEJO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,DIAGONAL,1 PONIENTE (CALZADA VALLEJO),296,COLONIA,SAN FRANCISCO XOCOTITLA,2940,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco,580,19.46804493,-99.14419479,2019-11
CINEMEX PRADO COAPA,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,PROLONGACIÓN DIVISIÓN DEL NORTE,4515,COLONIA,PRADOS COAPA,14390,9,CIUDAD DE MÉXICO,12,Tlalpan,1,Tlalpan,708,19.29035525,-99.13050874,2010-07
CINEMEX REAL,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALLE,CRISTÓBAL COLÓN,17,COLONIA,CENTRO,6040,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,733,19.43603017,-99.14758615,2010-07
CINEMEX REFORMA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,RÍO GUADALQUIVIR,104,COLONIA,CUAUHTEMOC,6500,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,930,19.42711066,-99.16932908,2019-11
CINEMEX REFORMA 222,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,PASEO DE LA REFORMA,222,COLONIA,JUAREZ,6600,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,803,19.42905342,-99.16218472,2010-07
CINEMEX REFORMA CASA DE ARTE,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,RÍO GUADALQUIVIR,104,COLONIA,CUAUHTÉMOC,6000,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,930,19.42730367,-99.16942902,2014-12
CINEMEX SAN ANTONIO,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALLE,10,132,COLONIA,SAN PEDRO DE LOS PINOS,1180,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,135,19.38958448,-99.19209387,2010-07
CINEMEX SANTA FE,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,PROLONGACION,VASCO DE QUIROGA,3800,COLONIA,SANTA FE,5109,9,CIUDAD DE MÉXICO,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,369,19.36220746,-99.27566678,2010-07
CINEMEX SUR,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,AVENIDA DEL IMÁN,5550,COLONIA,PEDREGAL DE CARRASCO,4700,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán,1641,19.30811039,-99.16402376,2014-12
CINEMEX TENAYUCA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,LA VENTISCA,100,COLONIA,UNIDAD CROC,7270,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,277,19.52896098,-99.15565446,2010-07
CINEMEX TEZONTLE,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,CANAL DE TEZONTLE,1512,COLONIA,DR ALONSO ORTIZ TIRADO,9020,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,2390,19.38196938,-99.08241326,2010-07
CINEMEX TICOMAN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,MIGUEL BERNARD,200,COLONIA,LA PURISIMA TICOMAN,7320,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,2856,19.51775894,-99.14174378,2010-07
CINEMEX TLAHUAC,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,TLÁHUAC,5662,COLONIA,SAN LORENZO TEZONCO,9900,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,2121,19.30522144,-99.06128989,2010-07
CINEMEX UNIVERSIDAD,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,UNIVERSIDAD,740,COLONIA,DEL VALLE,3310,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,825,19.3733569,-99.16298584,2010-07
CINEMEX VIA SAN JUAN,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALZADA,GENERAL IGNACIO ZARAGOZA,1433,COLONIA,TEPALCATES,9210,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,36,19.39225194,-99.04916264,2016-10
CINEMEX WTC,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,MONTECITO,38,COLONIA,NAPOLES,3810,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,219,19.39474828,-99.1737516,2010-07
CINEMEX ZARAGOZA,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALZADA,IGNACIO ZARAGOZA,2221,COLONIA,EL PARAISO,9230,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,445,19.38075787,-99.0288423,2010-07
CINEPOLIS ANFORA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,ÁNFORA,71,COLONIA,MADERO,15390,9,CIUDAD DE MÉXICO,17,Venustiano Carranza,1,Venustiano Carranza,418,19.43597702,-99.11065556,2019-11
CINÉPOLIS INSURGENTES SAN RAFAEL PATIO TLALPAN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,INSURGENTES SUR,4177,COLONIA,SANTA URSULA XITLA,14420,9,CIUDAD DE MÉXICO,12,Tlalpan,1,Tlalpan,939,19.28416477,-99.17577075,2019-04
CINÉPOLIS MC PLAZA TLATELOLCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,RICARDO FLORES MAGÓN,210,COLONIA,GUERRERO,6300,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,521,19.45065704,-99.14030477,2019-04
CINÉPOLIS PARQUE LAS ANTENAS DF,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,CANAL DE GARAY,3278,COLONIA,LA ESPERANZA,9910,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,390A,19.31544258,-99.07723901,2019-04
CINEPOLIS PORTAL LINDAVISTA VISTA NORTE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Acueducto de Guadalupe,650,COLONIA,RESIDENCIAL ZACATENCO,7369,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,756,19.50216066,-99.12108272,2020-04
CINEROTIKA RIO,LOVE STORE SA DE CV,0 a 5 personas,CALLE,REPUBLICA DE CUBA,85,COLONIA,CENTRO,6010,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,752,19.43693774,-99.13486229,2010-07
CINETECA NACIONAL,BANOBRAS SNC FIDEICOMISO PARA LA CINETECA NACIONAL ,101 a 250 personas,AVENIDA,MEXICO COYOACAN,389,COLONIA,XOCO,3330,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,952,19.36057644,-99.16335755,2010-07
CIRCUITO ESTRELLA DE CINEMAR ORO,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALLE,ANTONIO DOVALÍ JAIME,540,COLONIA,SANTA FE,1210,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1542,19.36676825,-99.25935934,2010-07
CORPORATIVO CINEMEX,OPERADORA DE CINEMAS SA DE CV,101 a 250 personas,AVENIDA,JAVIER BARROS SIERRA,540,COLONIA,LOMAS DE SANTA FE,1210,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1542,19.36410092,-99.26065256,2012-06
CORPORATIVO CINEMEX ROSARIO,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALLE,AVENIDA EL ROSARIO,901,COLONIA,EL ROSARIO,2100,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco,928,19.5009105,-99.20000989,2017-11
EL CHANTE DE TODOS CINE FORO MAYAHUEL,EL CHANTE DE TODOS CINE FORO MAYAHUEL ,6 a 10 personas,CALLE,MINA,0,COLONIA,SAN MATEO TLALTENANGO,5600,9,CIUDAD DE MÉXICO,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,138,19.3425879,-99.28140249,2019-11
EROTIK CENTER SEX SHOP CINEMA,,0 a 5 personas,EJE VIAL,1 ORIENTE (ANILLO DE CIRCUNVALACION),912,COLONIA,ZONA CENTRO,15100,9,CIUDAD DE MÉXICO,17,Venustiano Carranza,1,Venustiano Carranza,687,19.42516297,-99.12547589,2010-07
LA CASA DEL CINE MX,NIENTOS DEL NORTE CINE S DE RL DE CV,0 a 5 personas,AVENIDA,REPUBLICA DE URUGUAY,52,COLONIA,CUAUHTEMOC,6000,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,818,19.43061616,-99.13722792,2014-12
M. CHURUBUSCO,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,AVENIDA,2 ORIENTE (CALZADA DE LA VIGA),1479,COLONIA,EL RETOÑO,9440,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,515,19.37085613,-99.12264522,2010-07
PROYECCION DE PELICULAS CINICIMO,,0 a 5 personas,CALLE,EMILIANO ZAPATA,4,COLONIA,SAN BERNABE OCOTEPEC,10300,9,CIUDAD DE MÉXICO,8,La Magdalena Contreras,1,La Magdalena Contreras,550,19.31475368,-99.25789179,2019-11
SPECTRAPYNE INTERNACIONAL INC,SPECTRATYNE INTERNATIONAL INC ,11 a 30 personas,AVENIDA,HIPÓLITO TAINE,101,COLONIA,CHAPULTEPEC MORALES,11570,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,675,19.4318683,-99.18489677,2010-07
TRANSCOMUNICACION,TRANSCOMUNICACION SA DE CV,11 a 30 personas,CALZADA,CALZADA VALLEJO,705,COLONIA,NUEVA VALLEJO,7750,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,860,19.43250747,-99.1479473,2019-11
X. PLAZA ORIENTE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,INGENIERO EDUARDO MOLINA,1623,COLONIA,EL COYOL,7420,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,2907,19.4858312,-99.09454969,2010-07
X. TEPEYAC,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALZADA,DE GUADALUPE,431,COLONIA,GUADALUPE TEPEYAC,7840,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,1805,19.47221063,-99.12191532,2010-07
C. CHEDRAUI DURANGO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,DOMINGO ARRIETA,601,COLONIA,EL REFUGIO,34170,10,DURANGO,5,Durango,1,Victoria de Durango,3823,24.01171415,-104.6626436,2016-01
C. DURANGO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,FRANCISCO VILLA,0,FRACCIONAMIENTO,JARDINES DE DURANGO,34200,10,DURANGO,5,Durango,1,Victoria de Durango,1761,24.04311121,-104.6283382,2010-07
CINEMEX DURANGO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,FELIPE PESCADOR,1107,COLONIA,ESPERANZA,34080,10,DURANGO,5,Durango,1,Victoria de Durango,3698,24.03467834,-104.6507277,2010-07
CINEMEX DURANGO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,MAR DE PLATA,2000,FRACCIONAMIENTO,20 DE NOVIEMBRE,34220,10,DURANGO,5,Durango,1,Victoria de Durango,002A,24.04508574,-104.6227302,2019-11
CINEMEX GOMEZ PALACIOS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,AUTO CLUB,0,COLONIA,EL CONSUELO GOMEZ PALACIO,35090,10,DURANGO,7,Gómez Palacio,1,Gómez Palacio,185,25.54951791,-103.4774963,2016-10
CINEMEX HAMBURGO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,FRANCISCO VILLA,0,FRACCIONAMIENTO,RINCONADAS HAMBURGO,35018,10,DURANGO,7,Gómez Palacio,1,Gómez Palacio,1662,25.59669704,-103.4979063,2014-12
CINETECA MUNICIPAL,HONORABLE AYUNAMIENTO DEL MUNICIPIO DEL ESTADO DE DURANGO ,0 a 5 personas,CALLE,LIC. BENITO JUAREZ,,COLONIA,CENTRO,34000,10,DURANGO,5,Durango,1,Victoria de Durango,176,24.02911545,-104.6704323,2014-12
CITI CINE MAS,GRUPO CINEMAS DEL PACIFICO SA DE CV,31 a 50 personas,AVENIDA,CONDOR,,FRACCIONAMIENTO,REAL DEL MEZQUITAL,34199,10,DURANGO,5,Durango,1,Victoria de Durango,2030,24.00092572,-104.6505881,2019-11
CITICINEMAS,GRUPO CINEMAS DEL PACIFICO SA DE CV,31 a 50 personas,VIADUCTO,REAL DEL MEZQUITAL,101,FRACCIONAMIENTO,FRACCIONAMIENTO REAL DEL MEZQUITAL,34199,10,DURANGO,5,Durango,1,Victoria de Durango,2030,24.00251495,-104.6523482,2019-11
C. CENTRO COMERCIAL ALTACIA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,AEROPUERTO,104,COLONIA,CERRITO DE JEREZ,37530,11,GUANAJUATO,20,León,1,León de los Aldama,189A,21.09419535,-101.6261085,2014-12
C. CENTRO MAX LEÓN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,ADOLFO LÓPEZ MATEOS ORIENTE,2518,COLONIA,SAN ISIDRO DE JEREZ,37530,11,GUANAJUATO,20,León,1,León de los Aldama,189A,21.10192705,-101.6355936,2010-07
C. GALERÍAS CELAYA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,EJE NORORIENTE,200,COLONIA,LAS COMPUERTAS DEL CAMPESTRE,38080,11,GUANAJUATO,7,Celaya,1,Celaya,274A,20.53076826,-100.7766728,2014-12
C. LA GRAN PLAZA LEÓN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,ADOLFO LOPEZ MATEOS,1902,COLONIA,PEÑITAS,37180,11,GUANAJUATO,20,León,1,León de los Aldama,181,21.14362389,-101.6856289,2010-07
C. LAS AMÉRICAS CELAYA,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,CALLE,PUERTA DE ORO DEL BAJIO,203,COLONIA,JARDINES DE CELAYA,38080,11,GUANAJUATO,7,Celaya,1,Celaya,025A,20.51894001,-100.7954942,2010-07
C. LAS TORRES LEÓN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,JUAN ALONSO DE TORRES ORIENTE,1314,COLONIA,SAN JOSE DEL CONSUELO,37200,11,GUANAJUATO,20,León,1,León de los Aldama,2455,21.14599303,-101.6490043,2010-07
C. MC LA JOYA,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,PROLONGACION,5 DE MAYO,112,COLONIA,LA JOYITA,36130,11,GUANAJUATO,37,Silao de la Victoria,1,Silao de la Victoria,70,20.94496846,-101.4170618,2010-07
C. MC PASEO SAN FRANCISCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,JUVENTINO ROSAS,500,COLONIA,CENTRO,36300,11,GUANAJUATO,31,San Francisco del Rincón,1,San Francisco del Rincón,217,21.02884079,-101.8674297,2010-07
C. PARQUE CELAYA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,EJE NORPONIENTE,801,COLONIA,LOS PINOS,38020,11,GUANAJUATO,7,Celaya,1,Celaya,2167,20.54824119,-100.840507,2014-12
C. PLAZA CIBELES IRAPUATO,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,BOULEVARD,VILLAS DE IRAPUATO,1443,COLONIA,EJIDO IRAPUATO,36643,11,GUANAJUATO,17,Irapuato,1,Irapuato,1803,20.68094825,-101.3786006,2010-07
C. SALAMANCA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,FAJA DE ORO,1502,COLONIA,GUADALUPE,36747,11,GUANAJUATO,27,Salamanca,1,Salamanca,816,20.58440229,-101.2135693,2014-12
C. URIANGATO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,URIANGATO,240,COLONIA,LA JOYITA,38983,11,GUANAJUATO,41,Uriangato,1,Uriangato,711,20.12084048,-101.1777144,2010-07
C. VIP CENTRO COMERCIAL ALTARIA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,AEROPUERTO,104,COLONIA,CERRITO DE JEREZ,37530,11,GUANAJUATO,20,León,1,León de los Aldama,189A,21.09410841,-101.6259804,2020-04
C. VIP PLAZA CIBELES IRAPUATO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,Héroe de Nacozari,1443,EJIDO,IRAPUATO,36670,11,GUANAJUATO,17,Irapuato,1,Irapuato,1803,20.68184116,-101.3795144,2020-04
CINE GUANAJUATO,EXHIBICION ALTERNATIVA ,0 a 5 personas,CALLE,SUBIDA DE LOS HOSPITALES,,COLONIA,BARRIO CALZ DE GUADALUPE,36000,11,GUANAJUATO,15,Guanajuato,1,Guanajuato,105,21.01789432,-101.2536264,2014-12
CINEMA,UMMA ENTRENTAIMENTINC ,0 a 5 personas,CALLE,ALLENDE,,COLONIA,SAN JOSE ITURBIDE CENTRO,37980,11,GUANAJUATO,32,San José Iturbide,1,San José Iturbide,36,21.00120261,-100.3849427,2019-11
CINEMA IRAPUATO,,0 a 5 personas,CALLE,CALZADA INDUSTRIA,,COLONIA,TENERIAS DE IRAPUATO,36500,11,GUANAJUATO,17,Irapuato,1,Irapuato,152,20.68132767,-101.3432745,2010-07
CINEMA MOVIE CENTER,VER CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,AQUILES SERDAN,200,COLONIA,INFONAVIT SAN FRANCISCO,36360,11,GUANAJUATO,31,San Francisco del Rincón,1,San Francisco del Rincón,147,21.02223364,-101.8513207,2016-01
CINEMA SAN LUIS,UMMA ENTERTAINMENT SA DE CV,0 a 5 personas,CALLE,NIÑOS HEROES,108,COLONIA,ZONA CENTRO,37900,11,GUANAJUATO,33,San Luis de la Paz,1,San Luis de la Paz,156,21.29783416,-100.5150669,2016-10
CINEMAS LEON,,0 a 5 personas,CALLE,IGNACIO COMONFORT,319,COLONIA,CENTRO,37000,11,GUANAJUATO,20,León,1,León de los Aldama,730,21.11995325,-101.6862353,2010-07
CINEMEX,CINEMEX WTC SA DE CV,6 a 10 personas,BOULEVARD,SAN JUAN BOSCO,2109,FRACCIONAMIENTO,CIMA DIAMANTE,37353,11,GUANAJUATO,20,León,1,León de los Aldama,5303,21.13494657,-101.7175292,2017-11
CINEMEX,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,LIBRAMIENTO A QUERETARO,165,FRACCIONAMIENTO,FRACC LA CONSPIRACION,37745,11,GUANAJUATO,3,San Miguel de Allende,1,San Miguel de Allende,301,20.90520498,-100.7286166,2019-11
CINEMEX,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALLE,PASEO DE LAS ACACIAS,101,COLONIA,ALAMEDA,38359,11,GUANAJUATO,11,Cortazar,1,Cortazar,214,20.47247781,-100.9632871,2020-11
CINEMEX GUANAJUATO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,NINGUNO,1,COLONIA,LOMAS DE POZUELOS,36080,11,GUANAJUATO,15,Guanajuato,1,Guanajuato,497,21.01279521,-101.2604901,2012-06
CINEMEX IRAPUATO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,LAS ARBOLEDAS,1200,COLONIA,SAN MIGUELITO,36650,11,GUANAJUATO,17,Irapuato,1,Irapuato,1521,20.67208515,-101.370991,2010-07
CINEMEX MALECON,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,MARIANO ESCOBEDO,2902,COLONIA,LA MARTINICA,37500,11,GUANAJUATO,20,León,1,León de los Aldama,1300,21.10718589,-101.6599164,2011-03
CINEMEX PLAZA MAYOR,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,JUAN ALONSO DE TORRES,2002,COLONIA,VALLE DEL CAMPESTRE,37150,11,GUANAJUATO,20,León,1,León de los Aldama,2205,21.15523793,-101.6958137,2016-01
CINEMEX PLAZA STADIUM,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,ADOLFO LOPEZ MATEOS,1702,COLONIA,NARTINICA,37500,11,GUANAJUATO,20,León,1,León de los Aldama,779,21.11687606,-101.6583752,2014-12
CINEMEX SALAMANCA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,LIBRAMIENTO PONIENTE SALAMANCA-IRAPUATO,214,RESIDENCIAL,LAS GLORIAS,36766,11,GUANAJUATO,27,Salamanca,1,Salamanca,1477,20.5837867,-101.2287617,2019-11
CINEMEX SAN JUAN BOSCO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,ARTURO SOTO RANGEL NORTE,2109,COLONIA,RANCHO CRUZ DE LAS HILMAS,37407,11,GUANAJUATO,20,León,1,León de los Aldama,5303,21.13400131,-101.7174537,2019-11
CINEMEX SAN MIGUEL DE ALLENDE,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,LIBRAMIENTO A QUERÉTARO,0,CANTON,PLAZA LA LUCIERNAGA,37747,11,GUANAJUATO,3,San Miguel de Allende,1,San Miguel de Allende,301,20.90483048,-100.7289111,2019-11
CINEMEX SAN ROQUE,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,ENRIQUE COLUNGA,1184,COLONIA,18 DE AGOSTO,36590,11,GUANAJUATO,17,Irapuato,1,Irapuato,1235,20.65767,-101.34123,2014-12
CINEPOLIS HILAMAS,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,JUAN ALONSO DE TORRES,360,COLONIA,LAS HILAMAS,37407,11,GUANAJUATO,20,León,1,León de los Aldama,303A,21.12403511,-101.7202711,2019-11
FESTIVAL INTERNACIONAL DEL CINE DE GUANAJUATO,FUNDACION EXPRESION EN CORTO AC,6 a 10 personas,PROLONGACION,CALZADA DE LA AURORA,,BARRIO,NUEVO SAN MIGUEL,37710,11,GUANAJUATO,3,San Miguel de Allende,1,San Miguel de Allende,250,20.92249581,-100.7418231,2010-07
